PAU8,YAL068C
SRK1,YDR293C
RLT1,YDR293C
MCS1,YDR293C
CLA1,YDR293C
SPHINGANINE-1-PHOSPHATE ALDOLASE DPL1,YDR294C
PLO2,YDR295C
XTC1,YDR296W
SPHINGOSINE HYDROXYLASE,YDR297W
SYR2,YDR297W
F1F0 ATP SYNTHASE SUBUNIT 5,YDR298C
OSC1,YDR298C
RRNA-PROCESSING PROTEIN BFR2,YDR299W
GLUTAMATE 5-KINASE,YDR300C
YHH1,YDR301W
MANNOSE-ETHANOLAMINE PHOSPHOTRANSFERASE GPI11,YDR302W
PEPTIDYLPROLYL ISOMERASE FAMILY PROTEIN CPR5,YDR304C
CYP5,YDR304C
BIS(5'-ADENOSYL)-TRIPHOSPHATASE,YDR305C
APH1,YDR305C
PUTATIVE DOLICHYL-PHOSPHATE-MANNOSE--PROTEIN MANNOSYLTRANSFERASE,YDR307W
SSX1,YDR308C
MED21,YDR308C
TFIIH/NER COMPLEX SUBUNIT TFB1,YDR311W
RRNA-BINDING RIBOSOME BIOSYNTHESIS PROTEIN,"YDR312W,YHR066W"
PHOSPHATIDYLINOSITOL-3-PHOSPHATE-BINDING UBIQUITIN-PROTEIN LIGASE,YDR313C
INOSITOL PENTAKISPHOSPHATE 2-KINASE,YDR315C
GSL1,YDR315C
PUTATIVE RNA METHYLTRANSFERASE,YDR316W
CTF5,YDR318W
FIT2A,YDR319C
BUD24,YDR320C
AUX1,YDR320C
HSK2,YDR320C-A
ASPARAGINASE ASP1,YDR321W
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML35,YDR322W
YML35,YDR322W
F1F0 ATP SYNTHASE SUBUNIT E,YDR322C-A
ATP21,YDR322C-A
VPT19,YDR323C
VPS19,YDR323C
VPL21,YDR323C
VAC1,YDR323C
CONDENSIN SUBUNIT YCG1,YDR325W
YCS5,YDR325W
TIE1,YDR325W
LAM2,YDR326C
LTC4,YDR326C
SCF UBIQUITIN LIGASE SUBUNIT SKP1,YDR328C
CBF3D,YDR328C
MGO1,YDR328C
PAS3,YDR329C
GPI-ANCHOR TRANSAMIDASE,YDR331W
DOUBLE-STRANDED DNA-DEPENDENT ATPASE,YDR332W
CHROMATIN-REMODELING PROTEIN SWR1,YDR334W
KARYOPHERIN MSN5,YDR335W
STE21,YDR335W
KAP142,YDR335W
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN MRPS28,YDR337W
RRNA-PROCESSING PROTEIN FCF1,YDR339C
UTP24,YDR339C
ARGININE--TRNA LIGASE,YDR341C
ARGRS,YDR341C
HEXOSE TRANSPORTER HXT7,YDR342C
HEXOSE TRANSPORTER HXT6,YDR343C
HEXOSE TRANSPORTER HXT3,YDR345C
SGI1,YDR346C
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN MRP1,YDR347W
PUTATIVE ASPARTIC ENDOPEPTIDASE,YDR349C
TCM10,YDR350C
THIOREDOXIN-DISULFIDE REDUCTASE TRR1,YDR353W
ANTHRANILATE PHOSPHORIBOSYLTRANSFERASE,YDR354W
NUF1,YDR356W
XCM1,YDR356W
BLC1,YDR357C
UBIQUITIN-BINDING PROTEIN,YDR358W
VID21,YDR359C
PROTEIN-TRANSPORTING PROTEIN BCP1,YDR361C
TRANSCRIPTION FACTOR TFIIIC SUBUNIT TFC6,YDR362C
TAU 91,YDR362C
PROTEASOME REGULATORY PARTICLE LID SUBUNIT SEM1,YDR363W-A
HOD1,YDR363W-A
SLU4,YDR364C
SLT15,YDR364C
PRP17,YDR364C
TRIFUNCTIONAL ALDEHYDE REDUCTASE/CARBONYL REDUCTASE (NADPH)/GLUCOSE 1-DEHYDROGENASE (NADP(+)) YPR1,YDR368W
PUTATIVE CHITINASE,YDR371W
MNN3,YDR372C
API1,YDR372C
FREQUENIN,YDR373W
MRNA-BINDING PHOSPHATE METABOLISM REGULATOR,YDR374C
BIFUNCTIONAL AAA FAMILY ATPASE CHAPERONE/TRANSLOCASE BCS1,YDR375C
NADPH-ADRENODOXIN REDUCTASE,YDR376W
F1F0 ATP SYNTHASE SUBUNIT F,YDR377W
U4/U6-U5 SNRNP COMPLEX SUBUNIT LSM6,YDR378C
PHENYLPYRUVATE DECARBOXYLASE ARO10,YDR380W
RNA-BINDING PROTEIN YRA1,YDR381W
SHE11,YDR381W
RIBOSOMAL PROTEIN P2B,YDR382W
YP2BETA,YDR382W
P2B,YDR382W
L45,YDR382W
YPA1,"YDR382W,YIL153W"
RPL45,YDR382W
PUTATIVE AMMONIUM PERMEASE ATO3,YDR384C
SLX3,YDR386W
AMPHIPHYSIN,YDR388W
E1 UBIQUITIN-ACTIVATING PROTEIN UBA2,YDR390C
UAL1,YDR390C
TRANSCRIPTIONAL REGULATOR SPT3,YDR392W
MDM33,YDR393W
PROTEASOME REGULATORY PARTICLE BASE SUBUNIT RPT3,YDR394W
YTA2,YDR394W
YNT1,YDR394W
KAP108,YDR395W
NEGATIVE COFACTOR 2 TRANSCRIPTION REGULATOR COMPLEX SUBUNIT NCB2,YDR397C
HYPOXANTHINE PHOSPHORIBOSYLTRANSFERASE,YDR399W
HGPRTASE,YDR399W
HPRT,YDR399W
BRA6,YDR399W
TRIFUNCTIONAL URIDINE NUCLEOSIDASE/NICOTINAMIDE RIBOSIDE HYDROLASE/NICOTINIC ACID RIBOSIDE HYDROLASE,YDR400W
PUTATIVE CYTOCHROME P450,YDR402C
CYP56,YDR402C
DNA-DIRECTED RNA POLYMERASE II SUBUNIT RPB7,YDR404C
B16,YDR404C
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML41,YDR405W
YML41,YDR405W
MRPL41,YDR405W
ATP-BINDING CASSETTE MULTIDRUG TRANSPORTER PDR15,YDR406W
YDR406C-A,YDR406W-A
PHOSPHORIBOSYLGLYCINAMIDE FORMYLTRANSFERASE,YDR408C
SUMO LIGASE SIZ1,YDR409W
ULL1,YDR409W
PROTEIN-S-ISOPRENYLCYSTEINE CARBOXYL O-METHYLTRANSFERASE,YDR410C
LDB2,YDR414C
PUTATIVE AMINOPEPTIDASE,YDR415C
MRNA SPLICING PROTEIN SYF1,YDR416W
NTC90,YDR416W
UL11,"YDR418W,YEL054C"
RIBOSOMAL 60S SUBUNIT PROTEIN L12B,YDR418W
L11,"YDR418W,YEL054C"
YL23,"YDR418W,YEL054C"
L12B,YDR418W
DNA-DIRECTED DNA POLYMERASE ETA,YDR419W
DBH1,YDR419W
YAP2,YDR423C
DYNEIN LIGHT CHAIN,YDR424C
PROTEASOME REGULATORY PARTICLE LID SUBUNIT RPN9,YDR427W
NAS7,YDR427W
ARYLFORMAMIDASE,YDR428C
TRANSLATION INITIATION FACTOR EIF3 CORE SUBUNIT G,YDR429C
MOP112,YDR430C
MRNA-BINDING PROTEIN NPL3,YDR432W
NAB1,"YDR432W,YGR214W"
NOP3,YDR432W
MTS1,YDR432W
MTR13,YDR432W
KRE22,YDR433W
GPI-ANCHOR TRANSAMIDASE GPI17,YDR434W
LEUCINE CARBOXY METHYLTRANSFERASE,YDR435C
PHOSPHATIDYLINOSITOL N-ACETYLGLUCOSAMINYLTRANSFERASE GPI19,YDR437W
HISTONE METHYLTRANSFERASE DOT1,YDR440W
KMT4,YDR440W
PCH1,YDR440W
ADENINE PHOSPHORIBOSYLTRANSFERASE APT2,YDR441C
SSX5,YDR443C
MED13,YDR443C
RYE3,YDR443C
UME2,YDR443C
SRB9,YDR443C
SCA1,YDR443C
NUT8,YDR443C
RIBOSOMAL 40S SUBUNIT PROTEIN S17B,YDR447C
RP51B,"YDR447C,YDR447C"
S17B,YDR447C
RPL51B,YDR447C
CHROMATIN-BINDING TRANSCRIPTION REGULATOR ADA2,YDR448W
SWI8,YDR448W
SNORNA-BINDING RRNA-PROCESSING PROTEIN UTP6,YDR449C
RIBOSOMAL 40S SUBUNIT PROTEIN S18A,YDR450W
ENDOPOLYPHOSPHATASE,YDR452W
PHM5,YDR452W
THIOREDOXIN PEROXIDASE TSA2,YDR453C
CTPXII,YDR453C
BRA3,YDR454C
GUANYLATE KINASE,YDR454C
PUR5,"YDR454C,YHR216W"
BIFUNCTIONAL K:H/NA:H ANTIPORTER NHX1,YDR456W
VPL27,YDR456W
NHA2,YDR456W
VPS44,YDR456W
E3 UBIQUITIN-PROTEIN LIGASE TOM1,YDR457W
PALMITOYLTRANSFERASE PFA5,YDR459C
TFIIH/NER COMPLEX SUBUNIT TFB3,YDR460W
RIG2,YDR460W
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML28,YDR462W
YML28,YDR462W
SSY2,YDR463W
BAP1,YDR463W
PROTEIN-ARGININE N5-METHYLTRANSFERASE,YDR465C
PROTEIN KINASE PKH3,YDR466W
SAF19,YDR469W
CPS25,YDR469W
EL27,"YDR471W,YHR010W"
RIBOSOMAL 60S SUBUNIT PROTEIN L27B,YDR471W
L27E,"YDR471W,YHR010W"
L27B,YDR471W
TRAPP SUBUNIT TRS31,YDR472W
U4/U6-U5 SNRNP COMPLEX SUBUNIT PRP3,YDR473C
RNA3,YDR473C
YDR474C,YDR475C
AMP-ACTIVATED SERINE/THREONINE-PROTEIN KINASE CATALYTIC SUBUNIT SNF1,YDR477W
PAS14,YDR477W
HAF3,YDR477W
GLC2,YDR477W
CCR1,YDR477W
CAT1,YDR477W
RST2,YDR480W
ALKALINE PHOSPHATASE PHO8,YDR481C
PHOH,YDR481C
U2-TYPE SPLICEOSOMAL COMPLEX SUBUNIT CWC21,YDR482C
"ALPHA-1,2-MANNOSYLTRANSFERASE KRE2",YDR483W
MNT1,YDR483W
SAC2,YDR484W
SWC2,YDR485C
CHM5,YDR486C
MOS10,YDR486C
"3,4-DIHYDROXY-2-BUTANONE-4-PHOSPHATE SYNTHASE RIB3",YDR487C
DYNEIN INTERMEDIATE CHAIN,YDR488C
DNA REPLICATION PROTEIN SLD5,YDR489W
CDC105,YDR489W
SERINE/THREONINE PROTEIN KINASE PKH1,YDR490C
AIM8,YDR493W
FMP36,YDR493W
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN RSM28,YDR494W
CORVET COMPLEX SUBUNIT VPS3,YDR495C
VPT17,YDR495C
VPL3,YDR495C
PEP6,YDR495C
MYO-INOSITOL TRANSPORTER ITR1,YDR497C
PIE1,YDR499W
DDC2,YDR499W
RIBOSOMAL 60S SUBUNIT PROTEIN L37B,YDR500C
METHIONINE ADENOSYLTRANSFERASE SAM2,YDR502C
ETH2,YDR502C
PHOSPHATIDATE PHOSPHATASE LPP1,YDR503C
GIN5,YDR505C
PROTEIN KINASE GIN4,YDR507C
ERC47,YDR507C
GLUTAMINE PERMEASE GNP1,YDR508C
SUMO FAMILY PROTEIN SMT3,YDR510W
ACN9,YDR511W
DITHIOL GLUTAREDOXIN GRX2,YDR513W
TTR1,YDR513W
SRO99,YDR515W
PUTATIVE GLUCOKINASE,YDR516C
PROTEIN DISULFIDE ISOMERASE EUG1,YDR518W
PEPTIDYLPROLYL ISOMERASE FAMILY PROTEIN FPR2,YDR519W
FKB2,YDR519W
RRT4,YDR520C
PUTATIVE SERINE/THREONINE PROTEIN KINASE SPS1,YDR523C
YDR524W-A,YDR524W-C
YDR524C-C,YDR524C-A
RUF1,snR84
UBIQUINOL--CYTOCHROME-C REDUCTASE SUBUNIT 7,YDR529C
UCR7,YDR529C
CRO1,YDR529C
COR4,YDR529C
PANTOTHENATE KINASE,YDR531W
GLUTATHIONE-INDEPENDENT METHYLGLYOXALASE,YDR533C
GLUCOSE-INACTIVATED GLYCEROL PROTON SYMPORTER STL1,YDR536W
PHENYLACRYLIC ACID DECARBOXYLASE PAD1,YDR538W
PUTATIVE PHENYLACRYLIC ACID DECARBOXYLASE FDC1,YDR539W
CARBONYL REDUCTASE (NADPH-DEPENDENT),"YDR541C,YGL039W"
SERIPAUPERIN PAU10,YDR542W
Y' ELEMENT ATP-DEPENDENT HELICASE PROTEIN 1 COPY 1,YDR545W
YEL076W-C,YEL075W-A
MAN1,YEL070W
MANNITOL DEHYDROGENASE DSF1,YEL070W
HLT1,YEL069C
HEXOSE TRANSPORTER HXT13,YEL069C
D-AMINO-ACID N-ACETYLTRANSFERASE,YEL066W
SIDEROPHORE TRANSPORTER,"YEL065W,YHL040C,YHL047C"
ARN3,YEL065W
ARGININE PERMEASE CAN1,YEL063C
NITROGEN PERMEASE REGULATING PROTEIN NPR2,YEL062W
KINESIN MOTOR PROTEIN CIN8,YEL061C
SDS15,YEL061C
KSL2,YEL061C
PROTEINASE B,YEL060C
CVT1,YEL060C
ENV6,YEL059W
PHOSPHOACETYLGLUCOSAMINE MUTASE PCM1,YEL058W
AGM1,YEL058W
DNA-DIRECTED DNA POLYMERASE,YEL055C
RIBOSOMAL 60S SUBUNIT PROTEIN L12A,YEL054C
L12A,YEL054C
NAA35,YEL053C
H(+)-TRANSPORTING V1 SECTOR ATPASE SUBUNIT D,YEL051W
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN RML2,YEL050C
SERIPAUPERIN PAU2,YEL049W
FRDS1,YEL047C
THREONINE ALDOLASE GLY1,YEL046C
GUANOSINE DIPHOSPHATASE,YEL042W
CRH2,YEL040W
CYTOCHROME C ISOFORM 2,YEL039C
PUTATIVE ACIREDUCTONE SYNTHASE UTR4,YEL038W
MNN8,YEL036C
GEM3,YEL036C
TIF51A,YEL034W
MCM DNA HELICASE COMPLEX SUBUNIT MCM3,YEL032W
ION-TRANSPORTING P-TYPE ATPASE SPF1,YEL031W
PER9,YEL031W
PIO1,YEL031W
HSP70 FAMILY ATPASE ECM10,YEL030W
SSC3,YEL030W
PUTATIVE PYRIDOXAL KINASE BUD16,YEL029C
H(+)-TRANSPORTING V0 SECTOR ATPASE SUBUNIT C,YEL027W
CUP5,YEL027W
GEF2,YEL027W
CLS7,YEL027W
RNA BINDING PROTEIN SNU13,YEL026W
SRI1,YEL025C
UBIQUINOL--CYTOCHROME-C REDUCTASE CATALYTIC SUBUNIT RIP1,YEL024W
ARF FAMILY GUANINE NUCLEOTIDE EXCHANGE FACTOR GEA2,YEL022W
OROTIDINE-5'-PHOSPHATE DECARBOXYLASE,YEL021W
PROTEIN TRANSPORTER TIM9,YEL020W-A
PUTATIVE INDOLEPYRUVATE DECARBOXYLASE FAMILY PROTEIN,YEL020C
SUMO LIGASE MMS21,YEL019C
PSO10,YEL019C
NSE2,YEL019C
NUCLEOTIDE DIPHOSPHATASE/PHOSPHODIESTERASE NPP2,YEL016C
LSM16,YEL015W
DCP3,YEL015W
PROTEIN ANCHOR VAC8,YEL013W
YEB3,YEL013W
E2 UBIQUITIN-CONJUGATING PROTEIN UBC8,YEL012W
GID3,YEL012W
"1,4-ALPHA-GLUCAN BRANCHING ENZYME",YEL011W
GHA1,YEL011W
AMINO ACID STARVATION-RESPONSIVE TRANSCRIPTION FACTOR GCN4,YEL009C
AAS101,YEL009C
ARG9,YEL009C
AAS3,YEL009C
TOS9,YEL007W
NAD+ TRANSPORTER,"YEL006W,YIL006W"
NDT2,YEL006W
VAB31,YEL005C
TUBULIN-BINDING PREFOLDING COMPLEX SUBUNIT GIM4,YEL003W
PFD2,YEL003W
"ALPHA-1,3-MANNOSYLTRANSFERASE MNN1",YER001W
MANNOSE-6-PHOSPHATE ISOMERASE PMI40,YER003C
PMI,YER003C
APYRASE,YER005W
YEJ5,YER005W
RNA-BINDING GTPASE NUG1,YER006W
RBF20,YER007C-A
U4,snR14
GTP-RHO BINDING EXOCYST SUBUNIT SEC3,YER008C
PSL1,YER008C
RAN GTPASE-BINDING PROTEIN NTF2,YER009W
BIFUNCTIONAL 4-HYDROXY-4-METHYL-2-OXOGLUTARATE ALDOLASE/OXALOACETATE DECARBOXYLASE,YER010C
GPI-ANCHORED MANNOPROTEIN,YER011W
PROTEASOME CORE PARTICLE SUBUNIT BETA 4,YER012W
DEAH-BOX ATP-DEPENDENT RNA HELICASE PRP22,YER013W
OXYGEN-DEPENDENT PROTOPORPHYRINOGEN OXIDASE,YER014W
MEDIUM-CHAIN FATTY ACID-COA LIGASE FAA2,YER015W
FAM1,YER015W
MICROTUBULE-BINDING PROTEIN BIM1,YER016W
EB1,YER016W
YEB1,YER016W
AAA FAMILY ATPASE AFG3,YER017C
YTA10,YER017C
KINETOCHORE-ASSOCIATED NDC80 COMPLEX SUBUNIT SPC25,YER018C
INOSITOL PHOSPHOSPHINGOLIPID PHOSPHOLIPASE,YER019W
ARF FAMILY GUANINE NUCLEOTIDE EXCHANGE FACTOR SBH2,YER019C-A
SEB2,YER019C-A
GUANINE NUCLEOTIDE-BINDING PROTEIN SUBUNIT ALPHA,"YER020W,YHR005C"
SSP101,YER020W
PROTEASOME REGULATORY PARTICLE LID SUBUNIT RPN3,YER021W
SUN2,YER021W
MED17,YER022W
PYRROLINE-5-CARBOXYLATE REDUCTASE,YER023W
ORE2,YER023W
CARNITINE O-ACETYLTRANSFERASE YAT2,YER024W
TRANSLATION INITIATION FACTOR EIF2 SUBUNIT GAMMA,YER025W
SUI4,YER025W
CDP-DIACYLGLYCEROL-SERINE O-PHOSPHATIDYLTRANSFERASE,YER026C
PSS1,YER026C
SPM1,YER027C
MRNA SPLICING PROTEIN SMB1,YER029C
SM B,YER029C
SMB,YER029C
RAB FAMILY GTPASE YPT31,YER031C
YPT8,YER031C
PIP1,YER032W
ATP-BINDING CASSETTE FAMILY ATPASE ARB1,YER036C
BIFUNCTIONAL NUCLEOTIDASE/LYSOPHOSPHATIDIC ACID PHOSPHATASE,YER037W
SMC5-SMC6 COMPLEX SUBUNIT KRE29,YER038C
NSE6,YER038C
PUTATIVE GDP-MANNOSE TRANSPORTER,YER039C
YEM9,YER039C
NITROGEN-RESPONSIVE TRANSCRIPTIONAL REGULATOR GLN3,YER040W
CROSSOVER JUNCTION ENDODEOXYRIBONUCLEASE,YER041W
PEPTIDE-METHIONINE-S-SULFOXIDE REDUCTASE,YER042W
MSRA,YER042W
ADENOSYLHOMOCYSTEINASE,YER043C
BUD18,YER044C
PUTATIVE AAA FAMILY ATPASE SAP1,YER047C
OXIDATIVE DNA DEMETHYLASE,YER049W
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN RSM18,YER050C
[HISTONE H3]-LYSINE-36 DEMETHYLASE,YER051W
KDM2,YER051W
JHDM1,YER051W
ASPARTATE KINASE,YER052C
THR3,YER052C
SIL4,YER052C
CU/PI CARRIER,YER053C
ATP PHOSPHORIBOSYLTRANSFERASE,YER055C
PURINE-CYTOSINE PERMEASE,"YER056C,YER060W,YER060W-A"
BRA7,YER056C
EL34,"YER056C-A,YIL052C"
RIBOSOMAL 60S SUBUNIT PROTEIN L34A,YER056C-A
L34E,"YER056C-A,YIL052C"
PUTATIVE ISOLEUCINE BIOSYNTHESIS PROTEIN HMF1,YER057C
HIG1,YER057C
FATTY ACID SYNTHASE CEM1,YER061C
HOR2,YER062C
GLYCEROL-1-PHOSPHATASE HOR2,YER062C
ISOCITRATE LYASE 1,YER065C
SUP20,tS(UGA)E
CCR4-NOT CORE UBIQUITIN-PROTEIN LIGASE SUBUNIT MOT2,YER068W
SIG1,YER068W
NOT4,YER068W
ARGC,YER069W
ARGB,YER069W
BIFUNCTIONAL ACETYLGLUTAMATE KINASE/N-ACETYL-GAMMA-GLUTAMYL-PHOSPHATE REDUCTASE,YER069W
RIBONUCLEOTIDE-DIPHOSPHATE REDUCTASE SUBUNIT RNR1,YER070W
SDS12,YER070W
RIR1,YER070W
CRT7,YER070W
PHM4,YER072W
NRF1,YER072W
ALDEHYDE DEHYDROGENASE (NAD(P)(+)) ALD5,YER073W
ES24,"YER074W,YIL069C"
RIBOSOMAL 40S SUBUNIT PROTEIN S24A,YER074W
S24E,"YER074W,YIL069C"
RPS24EA,YER074W
TYROSINE PROTEIN PHOSPHATASE PTP3,YER075C
AMINOPEPTIDASE,YER078C
FMP29,YER080W
PHOSPHOGLYCERATE DEHYDROGENASE SER3,YER081W
KRE31,YER082C
GET COMPLEX SUBUNIT GET2,YER083C
RMD7,YER083C
HUR2,YER083C
THREONINE AMMONIA-LYASE ILV1,YER086W
ISO1,YER086W
PUTATIVE PROLINE--TRNA LIGASE AIM10,YER087W
ARF FAMILY GUANINE NUCLEOTIDE EXCHANGE FACTOR SBH1,YER087C-B
YER087C-A,YER087C-B
SEB1,YER087C-B
PBF2,YER088C
TYPE 2C PROTEIN PHOSPHATASE PTC2,YER089C
ANTHRANILATE SYNTHASE TRP2,YER090W
5-METHYLTETRAHYDROPTEROYLTRIGLUTAMATE-HOMOCYSTEINE S-METHYLTRANSFERASE,YER091C
TORC2 COMPLEX SUBUNIT TSC11,YER093C
AVO3,YER093C
GEP8,YER093C-A
PROTEASOME CORE PARTICLE SUBUNIT BETA 3,YER094C
SCS32,YER094C
RECOMBINASE RAD51,YER095W
MUT5,YER095W
PUTATIVE UBIQUITIN-SPECIFIC PROTEASE UBP9,YER098W
RIBOSE PHOSPHATE DIPHOSPHOKINASE SUBUNIT PRS2,YER099C
E2 UBIQUITIN-CONJUGATING PROTEIN UBC6,YER100W
DOA2,YER100W
RIBOSOMAL 40S SUBUNIT PROTEIN S8B,YER102W
S8B,YER102W
HSP70 FAMILY CHAPERONE SSA4,YER103W
YG107,YER103W
RNA EXPORT FACTOR GLE2,YER107C
RAE1,YER107C
YRB4,YER110C
SBF COMPLEX DNA-BINDING SUBUNIT SWI4,YER111C
U6 SNRNA COMPLEX SUBUNIT LSM4,YER112W
USS1,YER112W
SDB23,YER112W
BEB1,YER114C
SUMO-TARGETED UBIQUITIN LIGASE COMPLEX SUBUNIT SLX8,YER116C
RIBOSOMAL 60S SUBUNIT PROTEIN L23B,YER117W
L17AB,YER117W
OSMOSENSOR SHO1,YER118C
SSU81,YER118C
ASPARTATE/GLUTAMATE TRANSPORTER,YER119C
PHOSPHATIDYLINOSITOL-BINDING PROTEIN SCS2,YER120W
ADP-RIBOSYLATION FACTOR GTPASE-ACTIVATING PROTEIN,YER122C
CASEIN KINASE YCK3,YER123W
CKI3,YER123W
NEDD4 FAMILY E3 UBIQUITIN-PROTEIN LIGASE,YER125W
UBY1,YER125W
NPI1,YER125W
MUT2,YER125W
MDP1,YER125W
RRNA-PROCESSING PROTEIN NSA2,YER126C
SERINE/THREONINE PROTEIN KINASE SAK1,YER129W
PAK1,"YER129W,YIL095W"
ES26,"YER131W,YGL189C"
RIBOSOMAL 40S SUBUNIT PROTEIN S26B,YER131W
S26E,"YER131W,YGL189C"
TYPE 1 SERINE/THREONINE-PROTEIN PHOSPHATASE CATALYTIC SUBUNIT GLC7,YER133W
DIS2S1,YER133W
PP1,YER133W
DIS2,YER133W
CID1,YER133W
MG-DEPENDENT ACID PHOSPHATASE,YER134C
MDP-1,YER134C
SEC19,YER136W
RNA POLYMERASE II SUBUNIT B1 CTD PHOSPHATASE RTR1,YER139C
MMS5,YER142C
VSM1,YER143W
PUTATIVE UBIQUITIN-SPECIFIC PROTEASE UBP5,YER144C
HIGH-AFFINITY IRON PERMEASE FTR1,YER145C
RNA-BINDING PROTEIN LSM5,YER146W
COHESIN-LOADING FACTOR COMPLEX SUBUNIT SCC4,YER147C
TATA-BINDING PROTEIN,YER148W
TBP,YER148W
TBP1,YER148W
BTF1,YER148W
PPF2,YER149C
DFG9,YER149C
MRNA-BINDING UBIQUITIN-SPECIFIC PROTEASE UBP3,YER151C
BLM3,YER151C
2-AMINOADIPATE TRANSAMINASE,YER152C
MEMBRANE INSERTASE OXA1,YER154W
PET1402,YER154W
SUP9,YER155C
IPL2,YER155C
GOLGI TRANSPORT COMPLEX SUBUNIT COG3,YER157W
SEC34,YER157W
GRD20,YER157W
NEGATIVE COFACTOR 2 TRANSCRIPTION REGULATOR COMPLEX SUBUNIT BUR6,YER159C
NCB1,YER159C
EXA1,YER161C
SIN1,YER161C
GAMMA-GLUTAMYLCYCLOTRANSFERASE,YER163C
CHROMATIN-REMODELING ATPASE CHD1,YER164W
POLYADENYLATE-BINDING PROTEIN,YER165W
AMINOPHOSPHOLIPID-TRANSLOCATING P4-TYPE ATPASE DNF1,YER166W
CTR7,YER167W
TRNA ADENYLYLTRANSFERASE,YER168C
TNT1,YER168C
KDM4,YER169W
ADENYLATE KINASE ADK2,YER170W
PAK3,YER170W
AKY3,YER170W
TFIIH/NER COMPLEX ATP-DEPENDENT 5'-3' DNA HELICASE SUBUNIT RAD3,YER171W
REM1,YER171W
ATP-DEPENDENT RNA HELICASE BRR2,YER172C
PRP44,YER172C
SNU246,YER172C
SLT22,YER172C
RS1,YER173W
MONOTHIOL GLUTAREDOXIN GRX4,YER174C
MTT1,YER176W
14-3-3 FAMILY PROTEIN BMH1,YER177W
APR6,YER177W
PYRUVATE DEHYDROGENASE (ACETYL-TRANSFERRING) SUBUNIT E1 ALPHA,YER178W
RECOMBINASE DMC1,YER179W
ISC2,YER179W
5-FORMYLTETRAHYDROFOLATE CYCLO-LIGASE,YER183C
Y' ELEMENT ATP-DEPENDENT HELICASE PROTEIN 1 COPY 2,YER190W
PYRIDOXINE BIOSYNTHESIS PROTEIN SNZ3,YFL059W
YFL057C,YFL056C
DNA-BINDING DOMAIN CONTAINING PROTEIN,YFL052W
ROP1,YFL052W
PUTATIVE MG(2+) TRANSPORTER ALR2,YFL050C
PHOSPHOMANNOMUTASE SEC53,YFL045C
ALG4,YFL045C
UBIQUITIN-SPECIFIC PROTEASE OTU1,YFL044C
YOD1,YFL044C
LTC2,YFL042C
YFL043C,YFL042C
FERROXIDASE FET5,YFL041W
ACTIN,YFL039C
ABY1,YFL039C
END7,YFL039C
RAB FAMILY GTPASE YPT1,YFL038C
YP2,YFL038C
BETA-TUBULIN,YFL037W
SHE8,YFL037W
ARM10,YFL037W
DNA-DIRECTED RNA POLYMERASE,YFL036W
YFL035C-A,YFL034C-B
YFL035C,YFL034C-B
RIBOSOMAL 60S SUBUNIT PROTEIN L22B,YFL034C-A
L22B,YFL034C-A
YFL035C-B,YFL034C-A
PROTEIN KINASE RIM15,YFL033C
TAK1,YFL033C
TRANSCRIPTION FACTOR HAC1,YFL031W
IRE15,YFL031W
ERN4,YFL031W
YFL030C-A,YFL031C-A
ALANINE--GLYOXYLATE TRANSAMINASE,YFL030W
CYCLIN-DEPENDENT PROTEIN KINASE-ACTIVATING KINASE CAK1,YFL029C
CIV1,YFL029C
PUTATIVE ATP-BINDING CASSETTE FAMILY ATPASE CAF16,YFL028C
ALPHA-FACTOR PHEROMONE RECEPTOR STE2,YFL026W
PER17,YFL025C
URI1,YFL023W
PHENYLALANINE--TRNA LIGASE SUBUNIT ALPHA,YFL022C
MEP80,YFL021W
NIL1,YFL021W
SERIPAUPERIN PAU5,YFL020C
DIHYDROLIPOYL DEHYDROGENASE,YFL018C
HPD1,YFL018C
MRNA SPLICING PROTEIN SMX2,YFL017W-A
SM G,YFL017W-A
SMG,YFL017W-A
YFL018W-A,YFL017W-A
SNP2,YFL017W-A
GLUCOSAMINE 6-PHOSPHATE N-ACETYLTRANSFERASE,YFL017C
LIPID-BINDING PROTEIN HSP12,YFL014W
HOR5,YFL014W
GLP1,YFL014W
YFL013W-A,YFL012W-A
HEXOSE TRANSPORTER HXT10,YFL011W
YFL011W-A,YFL010W-A
SCF UBIQUITIN LIGASE COMPLEX SUBUNIT CDC4,YFL009W
COHESIN SUBUNIT SMC1,YFL008W
CHL10,YFL008W
YFL006W,YFL007W
RAB FAMILY GTPASE SEC4,YFL005W
SRO6,YFL005W
PHM1,YFL004W
MUTS FAMILY PROTEIN MSH4,YFL003C
PUTATIVE ATP-DEPENDENT RNA HELICASE SPB4,YFL002C
PSEUDOURIDINE SYNTHASE DEG1,YFL001W
HRM3,YFL001W
PUS3,YFL001W
LINKER NUCLEOPORIN NIC96,YFR002W
TYPE 1 PROTEIN PHOSPHATASE-ACTIVATING PROTEIN YPI1,YFR003C
